event_id,sample_id,role,event_time,event_type,event_text,label,target_text
E-0099,158,observer,2026-01-15T10:04:35Z,dns,High entropy DNS query mu46jd2gvf6lcp2277kxxsy0vdv.cdn.verify.xyz from WS-260,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0099,159,responder,2026-01-15T10:04:35Z,alert,Alert received: High entropy DNS query mu46jd2gvf6lcp2277kxxsy0vdv.cdn.verify.xyz from WS-260,high_risk,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0100,160,observer,2026-01-15T15:05:55Z,app,Service fileshare responded 200 OK on WS-077,benign,Normal application health event.
E-0101,161,observer,2026-01-04T03:07:11Z,netflow,Unusual outbound connection from SRV-05 to 10.168.65.172:9001 bytes_out=197985,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0101,162,responder,2026-01-04T03:07:11Z,alert,Alert received: Unusual outbound connection from SRV-05 to 10.168.65.172:9001 bytes_out=197985,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0102,163,observer,2026-01-05T09:00:38Z,auth,Multiple failed logins (12) for user fatma on WS-110 from 10.248.98.58,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0103,164,observer,2026-01-03T10:55:07Z,app,Service hr_portal responded 200 OK on WS-260,benign,Normal application health event.
E-0104,165,observer,2026-01-17T19:36:42Z,dns,DNS query mail.office.com from SRV-20,benign,Normal DNS activity; no action needed.
E-0105,166,observer,2026-01-06T16:18:59Z,app,Service vpn responded 200 OK on WS-274,benign,Normal application health event.
E-0105,167,responder,2026-01-06T16:18:59Z,alert,Alert received: Service vpn responded 200 OK on WS-274,benign,Dismiss as low risk; continue monitoring.
E-0106,168,observer,2026-01-12T04:56:53Z,endpoint,Endpoint AV scan completed on WS-145 (no threats),benign,Normal endpoint security event.
E-0107,169,observer,2026-01-02T06:23:48Z,app,Service api_gateway error 503 spike on SRV-29,anomalous,Investigate service degradation; check downstream dependencies and recent deployments.
E-0108,170,observer,2026-01-11T21:44:50Z,dns,High entropy DNS query 2wb0dz6xpyfxobugvjics4i42afbqnj.update.secure.cc from WS-263,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0108,171,responder,2026-01-11T21:44:50Z,alert,Alert received: High entropy DNS query 2wb0dz6xpyfxobugvjics4i42afbqnj.update.secure.cc from WS-263,high_risk,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0109,172,observer,2026-01-16T02:48:48Z,auth,User mariam login success on WS-235 from 10.56.255.153,benign,Normal authentication event.
E-0110,173,observer,2026-01-18T10:34:56Z,netflow,Outbound connection from WS-074 to 10.213.95.171:443 bytes_out=1099826,benign,Normal network flow.
E-0111,174,observer,2026-01-13T07:32:23Z,netflow,Outbound connection from WS-260 to 10.198.191.65:80 bytes_out=750880,benign,Normal network flow.
E-0112,175,observer,2026-01-18T18:58:08Z,auth,User jdoe login success on SRV-37 from 10.53.170.35,benign,Normal authentication event.
E-0113,176,observer,2026-01-05T05:59:48Z,app,Service hr_portal responded 200 OK on DC-01,benign,Normal application health event.
E-0114,177,observer,2026-01-08T02:56:33Z,auth,Multiple failed logins (24) for user ahmed on WS-104 from 10.102.21.81,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0114,178,responder,2026-01-08T02:56:33Z,alert,Alert received: Multiple failed logins (24) for user ahmed on WS-104 from 10.102.21.81,anomalous,"Classify as credential attack. Recommend: enable MFA, rate limit, lock account if threshold exceeded."
E-0115,179,observer,2026-01-01T21:19:59Z,auth,Multiple failed logins (28) for user youssef on SRV-32 from 10.146.182.221,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0115,180,responder,2026-01-01T21:19:59Z,alert,Alert received: Multiple failed logins (28) for user youssef on SRV-32 from 10.146.182.221,anomalous,"Classify as credential attack. Recommend: enable MFA, rate limit, lock account if threshold exceeded."
E-0116,181,observer,2026-01-10T17:01:46Z,auth,User nour login success on WS-226 from 10.173.95.128,benign,Normal authentication event.
E-0117,182,observer,2026-01-07T11:22:33Z,app,Service hr_portal responded 200 OK on WS-043,benign,Normal application health event.
E-0118,183,observer,2026-01-17T01:00:48Z,dns,High entropy DNS query 2cw1rdezx6kbj2ciepxxycj.update.verify.cn from WS-152,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0119,184,observer,2026-01-09T21:45:49Z,dns,DNS query mail.github.com from WS-204,benign,Normal DNS activity; no action needed.
E-0119,185,responder,2026-01-09T21:45:49Z,alert,Alert received: DNS query mail.github.com from WS-204,benign,Dismiss as low risk; continue monitoring.
E-0120,186,observer,2026-01-07T07:37:47Z,dns,DNS query mail.google.com from WS-229,benign,Normal DNS activity; no action needed.
E-0121,187,observer,2026-01-17T13:15:09Z,endpoint,Endpoint AV scan completed on WS-164 (no threats),benign,Normal endpoint security event.
E-0122,188,observer,2026-01-18T06:39:31Z,app,Service vpn error 502 spike on SRV-27,anomalous,Investigate service degradation; check downstream dependencies and recent deployments.
E-0122,189,responder,2026-01-18T06:39:31Z,alert,Alert received: Service vpn error 502 spike on SRV-27,anomalous,Prioritize incident and assign to analyst; gather supporting telemetry.
E-0122,190,consultant,2026-01-18T06:39:31Z,correlation,Correlation analysis for Service vpn error 502 spike on SRV-27,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0123,191,observer,2026-01-09T22:54:22Z,netflow,Unusual outbound connection from WS-240 to 10.245.210.197:4444 bytes_out=1728667,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0124,192,observer,2026-01-02T19:12:15Z,auth,Multiple failed logins (25) for user ali on WS-231 from 10.176.65.225,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0124,193,responder,2026-01-02T19:12:15Z,alert,Alert received: Multiple failed logins (25) for user ali on WS-231 from 10.176.65.225,anomalous,"Classify as credential attack. Recommend: enable MFA, rate limit, lock account if threshold exceeded."
E-0125,194,observer,2026-01-11T12:01:06Z,endpoint,Endpoint AV scan completed on WS-258 (no threats),benign,Normal endpoint security event.
E-0126,195,observer,2026-01-09T09:34:22Z,netflow,Unusual outbound connection from WS-266 to 10.140.64.161:53 bytes_out=1290549,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0126,196,responder,2026-01-09T09:34:22Z,alert,Alert received: Unusual outbound connection from WS-266 to 10.140.64.161:53 bytes_out=1290549,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0127,197,observer,2026-01-04T17:49:28Z,endpoint,Suspicious process powershell executed on WS-088 by user jdoe,anomalous,Raise alert: suspicious execution; collect process tree and quarantine if needed.
E-0128,198,observer,2026-01-14T23:59:36Z,netflow,Unusual outbound connection from WS-136 to 10.254.148.165:53 bytes_out=1014808,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0128,199,responder,2026-01-14T23:59:36Z,alert,Alert received: Unusual outbound connection from WS-136 to 10.254.148.165:53 bytes_out=1014808,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0128,200,consultant,2026-01-14T23:59:36Z,correlation,Correlation analysis for Unusual outbound connection from WS-136 to 10.254.148.165:53 bytes_out=1014808,staged_attack,"Hypothesis: command-and-control followed by exfiltration attempt. Next: isolate host, block C2, scan lateral movement, collect memory dump."
E-0129,201,observer,2026-01-04T20:05:18Z,netflow,Outbound connection from WS-226 to 10.73.160.221:445 bytes_out=1541728,benign,Normal network flow.
E-0130,202,observer,2026-01-09T23:51:19Z,auth,User mohamed login success on WS-264 from 10.54.163.62,benign,Normal authentication event.
E-0131,203,observer,2026-01-03T08:23:48Z,dns,High entropy DNS query kuumk5635t5bfz63pnwdds54s8ag1iqx.update.verify.xyz from WS-026,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0131,204,responder,2026-01-03T08:23:48Z,alert,Alert received: High entropy DNS query kuumk5635t5bfz63pnwdds54s8ag1iqx.update.verify.xyz from WS-026,high_risk,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0132,205,observer,2026-01-02T18:50:07Z,netflow,Unusual outbound connection from WS-198 to 10.60.65.250:443 bytes_out=828075,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0132,206,responder,2026-01-02T18:50:07Z,alert,Alert received: Unusual outbound connection from WS-198 to 10.60.65.250:443 bytes_out=828075,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0132,207,consultant,2026-01-02T18:50:07Z,correlation,Correlation analysis for Unusual outbound connection from WS-198 to 10.60.65.250:443 bytes_out=828075,staged_attack,"Hypothesis: command-and-control followed by exfiltration attempt. Next: isolate host, block C2, scan lateral movement, collect memory dump."
E-0133,208,observer,2026-01-15T14:57:36Z,dns,DNS query mail.amazon.com from WS-261,benign,Normal DNS activity; no action needed.
E-0134,209,observer,2026-01-04T09:25:41Z,app,Service email responded 200 OK on WS-168,benign,Normal application health event.
E-0135,210,observer,2026-01-12T21:21:22Z,auth,User hassan login success on WS-289 from 10.243.8.95,benign,Normal authentication event.
E-0136,211,observer,2026-01-08T11:14:07Z,auth,Multiple failed logins (26) for user jdoe on FW-01 from 10.13.242.68,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0136,212,responder,2026-01-08T11:14:07Z,alert,Alert received: Multiple failed logins (26) for user jdoe on FW-01 from 10.13.242.68,anomalous,"Classify as credential attack. Recommend: enable MFA, rate limit, lock account if threshold exceeded."
E-0137,213,observer,2026-01-05T03:19:49Z,netflow,Unusual outbound connection from WS-269 to 10.16.56.49:80 bytes_out=926924,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0137,214,responder,2026-01-05T03:19:49Z,alert,Alert received: Unusual outbound connection from WS-269 to 10.16.56.49:80 bytes_out=926924,anomalous,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0138,215,observer,2026-01-15T20:12:42Z,auth,User unknown login success on WS-242 from 10.31.70.133,benign,Normal authentication event.
E-0139,216,observer,2026-01-13T18:06:45Z,netflow,Outbound connection from WS-193 to 10.181.135.157:8080 bytes_out=405207,benign,Normal network flow.
E-0139,217,responder,2026-01-13T18:06:45Z,alert,Alert received: Outbound connection from WS-193 to 10.181.135.157:8080 bytes_out=405207,benign,Dismiss as low risk; continue monitoring.
E-0140,218,observer,2026-01-08T05:53:18Z,dns,High entropy DNS query 4w9rsh8yzwjscsfw2q4nm8r.sync.secure.xyz from WS-116,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0140,219,responder,2026-01-08T05:53:18Z,alert,Alert received: High entropy DNS query 4w9rsh8yzwjscsfw2q4nm8r.sync.secure.xyz from WS-116,high_risk,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0141,220,observer,2026-01-13T21:21:14Z,netflow,Outbound connection from WS-116 to 10.241.51.175:22 bytes_out=12866,benign,Normal network flow.
E-0141,221,responder,2026-01-13T21:21:14Z,alert,Alert received: Outbound connection from WS-116 to 10.241.51.175:22 bytes_out=12866,benign,Dismiss as low risk; continue monitoring.
E-0142,222,observer,2026-01-04T20:00:26Z,endpoint,Endpoint AV scan completed on WS-209 (no threats),benign,Normal endpoint security event.
E-0142,223,responder,2026-01-04T20:00:26Z,alert,Alert received: Endpoint AV scan completed on WS-209 (no threats),benign,Dismiss as low risk; continue monitoring.
E-0143,224,observer,2026-01-16T16:15:46Z,auth,Multiple failed logins (21) for user mariam on WS-031 from 10.118.19.234,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0143,225,responder,2026-01-16T16:15:46Z,alert,Alert received: Multiple failed logins (21) for user mariam on WS-031 from 10.118.19.234,anomalous,"Classify as credential attack. Recommend: enable MFA, rate limit, lock account if threshold exceeded."
E-0143,226,consultant,2026-01-16T16:15:46Z,correlation,Correlation analysis for Multiple failed logins (21) for user mariam on WS-031 from 10.118.19.234,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0144,227,observer,2026-01-10T15:15:57Z,app,Service email responded 200 OK on WS-254,benign,Normal application health event.
E-0145,228,observer,2026-01-07T21:46:09Z,endpoint,Endpoint AV scan completed on WS-233 (no threats),benign,Normal endpoint security event.
E-0146,229,observer,2026-01-09T00:38:14Z,app,Service hr_portal responded 200 OK on WS-084,benign,Normal application health event.
E-0147,230,observer,2026-01-17T08:52:01Z,dns,DNS query cloudflare.com from WS-099,benign,Normal DNS activity; no action needed.
E-0147,231,responder,2026-01-17T08:52:01Z,alert,Alert received: DNS query cloudflare.com from WS-099,benign,Dismiss as low risk; continue monitoring.
E-0148,232,observer,2026-01-07T00:29:52Z,auth,Multiple failed logins (18) for user hassan on WS-004 from 10.196.120.115,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0148,233,responder,2026-01-07T00:29:52Z,alert,Alert received: Multiple failed logins (18) for user hassan on WS-004 from 10.196.120.115,anomalous,"Classify as credential attack. Recommend: enable MFA, rate limit, lock account if threshold exceeded."
E-0149,234,observer,2026-01-16T20:47:53Z,dns,DNS query api.zoom.us from WS-185,benign,Normal DNS activity; no action needed.
E-0150,235,observer,2026-01-18T01:51:06Z,app,Service vpn responded 200 OK on WS-160,benign,Normal application health event.
E-0151,236,observer,2026-01-15T16:52:06Z,dns,DNS query cdn.google.com from WS-192,benign,Normal DNS activity; no action needed.
E-0152,237,observer,2026-01-14T16:39:07Z,dns,DNS query www.apple.com from WS-058,benign,Normal DNS activity; no action needed.
E-0153,238,observer,2026-01-13T09:18:54Z,auth,User ahmed login success on WS-229 from 10.232.67.132,benign,Normal authentication event.
E-0154,239,observer,2026-01-17T07:54:56Z,netflow,Unusual outbound connection from WS-158 to 10.111.37.12:4444 bytes_out=724529,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0154,240,responder,2026-01-17T07:54:56Z,alert,Alert received: Unusual outbound connection from WS-158 to 10.111.37.12:4444 bytes_out=724529,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0155,241,observer,2026-01-12T11:00:05Z,app,Service hr_portal error 504 spike on WS-017,anomalous,Investigate service degradation; check downstream dependencies and recent deployments.
E-0155,242,responder,2026-01-12T11:00:05Z,alert,Alert received: Service hr_portal error 504 spike on WS-017,anomalous,Prioritize incident and assign to analyst; gather supporting telemetry.
E-0156,243,observer,2026-01-10T03:54:27Z,auth,User mariam login success on WS-193 from 10.68.178.31,benign,Normal authentication event.
E-0157,244,observer,2026-01-18T16:00:29Z,netflow,Outbound connection from WS-115 to 10.217.194.211:3389 bytes_out=521070,benign,Normal network flow.
E-0158,245,observer,2026-01-05T13:47:52Z,dns,DNS query cdn.google.com from WS-058,benign,Normal DNS activity; no action needed.
E-0159,246,observer,2026-01-02T04:21:21Z,netflow,Outbound connection from WS-126 to 56.28.71.129:53 bytes_out=493072,benign,Normal network flow.
E-0160,247,observer,2026-01-08T17:46:29Z,netflow,Outbound connection from WS-296 to 10.113.211.77:53 bytes_out=129837,benign,Normal network flow.
E-0161,248,observer,2026-01-18T20:17:31Z,netflow,Unusual outbound connection from WS-090 to 10.195.163.179:4444 bytes_out=858181,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0161,249,responder,2026-01-18T20:17:31Z,alert,Alert received: Unusual outbound connection from WS-090 to 10.195.163.179:4444 bytes_out=858181,anomalous,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0162,250,observer,2026-01-06T11:16:21Z,auth,User unknown login success on WS-154 from 10.73.237.235,benign,Normal authentication event.
E-0163,251,observer,2026-01-13T20:44:33Z,auth,User nour login success on WS-069 from 10.124.130.53,benign,Normal authentication event.
E-0164,252,observer,2026-01-10T00:10:05Z,auth,User mohamed login success on WS-048 from 10.97.26.69,benign,Normal authentication event.
E-0165,253,observer,2026-01-02T18:23:59Z,dns,High entropy DNS query tanmh4pnzp9usy38wtqx653.cdn.account.ru from WS-097,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0165,254,responder,2026-01-02T18:23:59Z,alert,Alert received: High entropy DNS query tanmh4pnzp9usy38wtqx653.cdn.account.ru from WS-097,high_risk,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0166,255,observer,2026-01-02T02:37:52Z,auth,User youssef login success on WS-289 from 10.74.8.67,benign,Normal authentication event.
E-0167,256,observer,2026-01-08T03:57:43Z,netflow,Outbound connection from WS-079 to 10.125.255.141:445 bytes_out=541653,benign,Normal network flow.
E-0168,257,observer,2026-01-18T13:30:10Z,auth,Multiple failed logins (19) for user unknown on SRV-29 from 10.251.235.44,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0168,258,responder,2026-01-18T13:30:10Z,alert,Alert received: Multiple failed logins (19) for user unknown on SRV-29 from 10.251.235.44,anomalous,"Classify as credential attack. Recommend: enable MFA, rate limit, lock account if threshold exceeded."
E-0169,259,observer,2026-01-14T03:49:03Z,auth,Multiple failed logins (9) for user ahmed on SRV-29 from 10.17.38.242,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0169,260,responder,2026-01-14T03:49:03Z,alert,Alert received: Multiple failed logins (9) for user ahmed on SRV-29 from 10.17.38.242,anomalous,"Classify as credential attack. Recommend: enable MFA, rate limit, lock account if threshold exceeded."
E-0169,261,consultant,2026-01-14T03:49:03Z,correlation,Correlation analysis for Multiple failed logins (9) for user ahmed on SRV-29 from 10.17.38.242,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0170,262,observer,2026-01-06T14:49:11Z,app,Service api_gateway responded 200 OK on WS-035,benign,Normal application health event.
E-0171,263,observer,2026-01-15T23:08:54Z,netflow,Unusual outbound connection from WS-248 to 10.210.6.5:9001 bytes_out=1516547,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0171,264,responder,2026-01-15T23:08:54Z,alert,Alert received: Unusual outbound connection from WS-248 to 10.210.6.5:9001 bytes_out=1516547,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0171,265,consultant,2026-01-15T23:08:54Z,correlation,Correlation analysis for Unusual outbound connection from WS-248 to 10.210.6.5:9001 bytes_out=1516547,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0172,266,observer,2026-01-05T08:25:49Z,netflow,Unusual outbound connection from WS-055 to 10.129.181.69:4444 bytes_out=167715,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0172,267,responder,2026-01-05T08:25:49Z,alert,Alert received: Unusual outbound connection from WS-055 to 10.129.181.69:4444 bytes_out=167715,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0173,268,observer,2026-01-06T11:34:16Z,endpoint,Endpoint AV scan completed on WS-154 (no threats),benign,Normal endpoint security event.
E-0174,269,observer,2026-01-16T10:55:57Z,auth,Multiple failed logins (28) for user unknown on WS-005 from 10.87.42.128,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0174,270,responder,2026-01-16T10:55:57Z,alert,Alert received: Multiple failed logins (28) for user unknown on WS-005 from 10.87.42.128,anomalous,"Classify as credential attack. Recommend: enable MFA, rate limit, lock account if threshold exceeded."
E-0174,271,consultant,2026-01-16T10:55:57Z,correlation,Correlation analysis for Multiple failed logins (28) for user unknown on WS-005 from 10.87.42.128,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0175,272,observer,2026-01-03T07:33:08Z,app,Service payments responded 200 OK on WS-271,benign,Normal application health event.
E-0175,273,responder,2026-01-03T07:33:08Z,alert,Alert received: Service payments responded 200 OK on WS-271,benign,Dismiss as low risk; continue monitoring.
E-0176,274,observer,2026-01-07T19:19:44Z,netflow,Outbound connection from WS-279 to 10.8.106.151:22 bytes_out=1579591,benign,Normal network flow.
E-0177,275,observer,2026-01-08T06:20:29Z,endpoint,Suspicious process wscript executed on WS-084 by user mahmoud,anomalous,Raise alert: suspicious execution; collect process tree and quarantine if needed.
E-0177,276,responder,2026-01-08T06:20:29Z,alert,Alert received: Suspicious process wscript executed on WS-084 by user mahmoud,anomalous,"Classify as suspicious execution. Recommend: quarantine endpoint, collect triage package, reset credentials."
E-0178,277,observer,2026-01-17T17:33:08Z,app,Service inventory responded 200 OK on WS-041,benign,Normal application health event.
E-0179,278,observer,2026-01-15T21:36:08Z,netflow,Outbound connection from SRV-05 to 10.230.251.59:445 bytes_out=1161804,benign,Normal network flow.
E-0180,279,observer,2026-01-17T00:52:09Z,netflow,Unusual outbound connection from WS-195 to 69.78.194.183:22 bytes_out=1553169,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0180,280,responder,2026-01-17T00:52:09Z,alert,Alert received: Unusual outbound connection from WS-195 to 69.78.194.183:22 bytes_out=1553169,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0181,281,observer,2026-01-11T19:04:38Z,endpoint,Endpoint AV scan completed on WS-185 (no threats),benign,Normal endpoint security event.
E-0182,282,observer,2026-01-10T21:42:10Z,netflow,Unusual outbound connection from WS-053 to 154.166.197.4:53 bytes_out=869822,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0183,283,observer,2026-01-06T21:24:27Z,app,Service hr_portal responded 200 OK on WS-293,benign,Normal application health event.
E-0184,284,observer,2026-01-05T01:24:19Z,dns,High entropy DNS query qp5m3gitazvyv2v1itum4ul.update.verify.cn from WS-223,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0184,285,responder,2026-01-05T01:24:19Z,alert,Alert received: High entropy DNS query qp5m3gitazvyv2v1itum4ul.update.verify.cn from WS-223,anomalous,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0185,286,observer,2026-01-08T21:50:32Z,app,Service vpn responded 200 OK on WS-193,benign,Normal application health event.
E-0186,287,observer,2026-01-14T08:27:21Z,netflow,Outbound connection from WS-014 to 10.35.209.173:8080 bytes_out=293879,benign,Normal network flow.
E-0187,288,observer,2026-01-16T23:41:56Z,dns,DNS query cdn.apple.com from WS-079,benign,Normal DNS activity; no action needed.
E-0188,289,observer,2026-01-17T18:56:58Z,endpoint,Suspicious process rundll32 executed on WS-215 by user mohamed,anomalous,Raise alert: suspicious execution; collect process tree and quarantine if needed.
E-0188,290,responder,2026-01-17T18:56:58Z,alert,Alert received: Suspicious process rundll32 executed on WS-215 by user mohamed,anomalous,"Classify as suspicious execution. Recommend: quarantine endpoint, collect triage package, reset credentials."
E-0189,291,observer,2026-01-07T00:36:18Z,dns,DNS query login.cloudflare.com from SRV-37,benign,Normal DNS activity; no action needed.
E-0190,292,observer,2026-01-07T06:43:33Z,dns,DNS query login.github.com from WS-114,benign,Normal DNS activity; no action needed.
E-0191,293,observer,2026-01-03T02:00:50Z,dns,DNS query cdn.office.com from WS-060,benign,Normal DNS activity; no action needed.
E-0192,294,observer,2026-01-17T21:53:38Z,auth,Multiple failed logins (11) for user fatma on WS-232 from 10.34.153.12,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0193,295,observer,2026-01-03T15:42:30Z,auth,User sara login success on SRV-47 from 10.124.89.142,benign,Normal authentication event.
E-0194,296,observer,2026-01-06T15:03:56Z,endpoint,Endpoint AV scan completed on WS-208 (no threats),benign,Normal endpoint security event.
E-0195,297,observer,2026-01-05T18:56:59Z,netflow,Unusual outbound connection from WS-231 to 10.105.142.193:443 bytes_out=1212786,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0195,298,responder,2026-01-05T18:56:59Z,alert,Alert received: Unusual outbound connection from WS-231 to 10.105.142.193:443 bytes_out=1212786,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0195,299,consultant,2026-01-05T18:56:59Z,correlation,Correlation analysis for Unusual outbound connection from WS-231 to 10.105.142.193:443 bytes_out=1212786,staged_attack,"Hypothesis: command-and-control followed by exfiltration attempt. Next: isolate host, block C2, scan lateral movement, collect memory dump."
E-0196,300,observer,2026-01-07T08:49:54Z,auth,User ali login success on SRV-44 from 10.160.198.157,benign,Normal authentication event.
E-0197,301,observer,2026-01-12T02:43:23Z,auth,User sara login success on SRV-17 from 10.152.43.173,benign,Normal authentication event.
E-0198,302,observer,2026-01-05T10:37:52Z,auth,User unknown login success on WS-192 from 10.72.198.108,benign,Normal authentication event.
E-0199,303,observer,2026-01-12T19:30:21Z,auth,User mohamed login success on SRV-26 from 10.88.85.126,benign,Normal authentication event.
E-0200,304,observer,2026-01-16T00:49:56Z,app,Service vpn error 504 spike on WS-028,anomalous,Investigate service degradation; check downstream dependencies and recent deployments.
E-0200,305,responder,2026-01-16T00:49:56Z,alert,Alert received: Service vpn error 504 spike on WS-028,anomalous,Prioritize incident and assign to analyst; gather supporting telemetry.
E-0201,306,observer,2026-01-11T18:33:44Z,netflow,Unusual outbound connection from WS-251 to 10.149.16.71:3389 bytes_out=1129446,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0201,307,responder,2026-01-11T18:33:44Z,alert,Alert received: Unusual outbound connection from WS-251 to 10.149.16.71:3389 bytes_out=1129446,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0201,308,consultant,2026-01-11T18:33:44Z,correlation,Correlation analysis for Unusual outbound connection from WS-251 to 10.149.16.71:3389 bytes_out=1129446,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0202,309,observer,2026-01-13T09:33:57Z,auth,User mahmoud login success on WS-058 from 10.58.137.199,benign,Normal authentication event.
E-0202,310,responder,2026-01-13T09:33:57Z,alert,Alert received: User mahmoud login success on WS-058 from 10.58.137.199,benign,Dismiss as low risk; continue monitoring.
E-0203,311,observer,2026-01-02T00:14:23Z,netflow,Unusual outbound connection from WS-226 to 10.126.152.224:80 bytes_out=945157,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0203,312,responder,2026-01-02T00:14:23Z,alert,Alert received: Unusual outbound connection from WS-226 to 10.126.152.224:80 bytes_out=945157,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0203,313,consultant,2026-01-02T00:14:23Z,correlation,Correlation analysis for Unusual outbound connection from WS-226 to 10.126.152.224:80 bytes_out=945157,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0204,314,observer,2026-01-06T18:01:51Z,dns,DNS query api.office.com from WS-108,benign,Normal DNS activity; no action needed.
E-0205,315,observer,2026-01-15T11:41:41Z,netflow,Unusual outbound connection from WS-276 to 10.48.69.247:4444 bytes_out=1928797,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0205,316,responder,2026-01-15T11:41:41Z,alert,Alert received: Unusual outbound connection from WS-276 to 10.48.69.247:4444 bytes_out=1928797,anomalous,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
